id,title,original_title,release_year,vote_average,genres,cast,director,overview,poster_url,poster_local,tmdb_id,runtime,tagline
22,加勒比海盗1：黑珍珠号的诅咒,Pirates of the Caribbean: The Curse of the Black Pearl,2003,7.5,"Adventure, Fantasy, Action","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,故事发生在17世纪，传说中海盗最为活跃的加勒比海。风趣迷人的杰克·斯伯洛，是活跃在加勒比海上的海盗，拥有属于自己的“黑珍珠”号海盗船。对他来说，最惬意的生活就是驾驶着“黑珍珠”号在加勒比海上游荡，自由自在的打劫过往船只。但不幸的是，他的仇敌，老谋深算的巴博萨船长偷走了他的“黑珍珠”号。,https://image.tmdb.org/t/p/w500/wjtVlVdF7KQ9pnnTDHbZaFayzcf.jpg,assets/posters/22.jpg,22,143,准备好被吹出水面。
106646,华尔街之狼,The Wolf of Wall Street,2013,7.9,"Crime, Drama, Comedy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,在危机四伏的投资界，掌管史崔顿·奥克蒙公司的乔丹·贝尔福特生活侈靡、实力雄厚。1987年，22岁的乔丹进入罗斯柴尔德公司，从接线员做起，在高级经纪人马克指点下，进入了股票经纪人充满毒品和欲望的世界，半年后因“黑色星期一”，乔丹转投靠贩卖“便士股票”的小公司，凭借巧舌如簧获得成功，与邻居唐尼和一班朋友另立门户，游走在灰色地带获利颇丰，获称“华尔街之狼”，然而，FBI已经开始留意他。,https://image.tmdb.org/t/p/w500/fK6GWi9Oroa2eM2W7OFprEXaTHq.jpg,assets/posters/106646.jpg,106646,180,赚取。消费。派对。
271110,美国队长3,Captain America: Civil War,2016,7.1,"Adventure, Action, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,美国队长史蒂夫·罗杰斯（克里斯·埃文斯 Chris Evans 饰）带领着全新组建的复仇者联盟，继续维护世界和平。然而，一次执行任务时联盟成员不小心造成大量平民伤亡，从而激发政治压力，政府决定通过一套监管系统来管理和领导复仇者联盟。联盟内部因此分裂为两派：一方由史蒂夫· 罗杰斯领导，他主张维护成员自由，在免受政府干扰的情况下保护世界；另一方则追随托尼·斯塔克（小罗伯特·唐尼 Robert Downey Jr. 饰），他令人意外地决定支持政府的监管和责任制体系。神秘莫测的巴基（塞巴斯蒂安·斯坦 Sebastian Stan 饰）似乎成为内战的关键人物……,https://image.tmdb.org/t/p/w500/ygjR9bDJwpMxjBuWRQ3xlgn3NrC.jpg,assets/posters/271110.jpg,271110,148,复仇者联盟决裂 存亡之战 全面爆发
16869,无耻混蛋,Inglourious Basterds,2009,7.9,"Drama, Thriller, War","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,故事分五章进行。二战中德占法国，德军上校汉斯（克里斯托弗·瓦尔兹 Christoph Waltz 饰）号称“犹太猎人”，在一次屠犹行动中，少女苏珊娜（梅勒尼·劳伦特 Mélanie Laurent 饰）侥幸逃脱。与此同时，八名美国犹太士兵在中尉奥尔多（布拉德·皮特 饰） 的带领下潜入德占法国刺杀德国军人，其行动神出鬼没，手法残忍，对德军造成相当威胁，被称为“杂种”。三年后苏珊娜来到巴黎继承了姑母的电影院，结识了德国战斗英雄，电影《国家荣耀》的主演弗里德里克（丹尼尔·布鲁赫 Daniel Brühl 饰）。对苏珊娜一见钟情的弗里德里克说服德国宣传部长约瑟夫·戈培尔（西尔维斯特·格洛斯 Sylvester Groth 饰）在苏珊娜的影院首映《国家荣耀》，希特勒（马丁·乌特克 Martin Wuttke 饰）本人也将出席。苏珊娜决定借放映之机烧毁影院；而在德国间谍女演员布里奇特（戴安娜·克鲁格 Diane Kruger 饰）的安排下，英美联合的刺杀行动“奇诺”也将在首映当晚行动……,https://image.tmdb.org/t/p/w500/5j2CTOn2uggMAxPUg9JsxHmqCIU.jpg,assets/posters/16869.jpg,16869,153,一场可耻的，喧闹刺激的复仇之旅
238,教父,The Godfather,1972,8.4,"Drama, Crime","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,40年代的美国，“教父”维托·唐·柯里昂是黑手党柯里昂家族的首领，带领家族从事非法的勾当，但同时他也是许多弱小平民的保护神，深得人们爱戴。因为拒绝了毒枭索洛索的毒品交易要求，柯里昂家族和纽约其他几个黑手党家族的矛盾激化、圣诞前夕，索洛索劫持了“教父”的参谋汤姆，并派人暗杀“教父”；因为内奸的出卖，“教父”的大儿子逊尼被仇家杀害；小儿子麦克也被卷了进来，失去爱妻。黑手党家族之间的矛盾越来越白热化。年老的“教父”面对丧子之痛怎样统领全局？黑手党之间的仇杀如何落幕？谁是家族的内奸？谁又能够成为新一代的“教父”？血雨腥风和温情脉脉，在这部里程碑式的黑帮史诗巨片里真实上演。,https://image.tmdb.org/t/p/w500/y03tzUKvkRCYwJ5NWys4W4bnS9m.jpg,assets/posters/238.jpg,238,175,一份你无法拒绝的邀约。
11324,禁闭岛,Shutter Island,2010,7.8,"Drama, Thriller, Mystery","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,故事发生于波士顿海湾的一座与世隔绝的小岛上，66名精神病罪犯被关押于此，传言岛上正在进行种种人体实验。重重戒备之下，一个杀害了三个亲生孩子的女犯雷切尔，竟诡异失踪。联邦执法官泰德·丹尼尔和搭档查克奉命上岛调查此事。而泰德此行前来还有一个隐秘的目的——寻找让妻子 葬身火海的凶手。故事遵循这条线索展开，寻找失踪之谜、访问医院工作人员与病人、地毯式搜查……泰德查遍全岛，意外发现岛上多出一份神秘档案：第67号病人的 ！岛上所有秘密无不纠结于这个多出来的人。但究竟谁是67号？,https://image.tmdb.org/t/p/w500/ydPwiGrBRIiIh4Ie9bh2oeLOWmR.jpg,assets/posters/11324.jpg,11324,138,有些地方永远不会让你走。
99861,复仇者联盟2：奥创纪元,Avengers: Age of Ultron,2015,7.3,"Action, Adventure, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,托尼·斯塔克试图重启一个已经废弃的维和项目，不料该项目却成为危机导火索。世上最强大的超级英雄——钢铁侠、美国队长、雷神、绿巨人、黑寡妇和鹰眼，不得不接受终极考验，拯救危在旦夕的地球。神秘反派奥创逐渐崛起，超级英雄们必须重新集结，竭力阻止奥创实施人类灭绝计划。战斗中，复仇者联盟成员们还遇到了两个新人物——旺达·马克西莫夫和皮特罗·马克西莫夫，以及以全新面目归来的老朋友——幻视。世界秩序濒临崩溃，复仇者联盟必须阻止奥创的阴谋。强敌不断出现，一场空前绝后的全球浩战即将展开……,https://image.tmdb.org/t/p/w500/eIVkTKr6DS0CNjnkRNwOQfXGIrK.jpg,assets/posters/99861.jpg,99861,142,超级英雄震撼回归 强势出击力挽狂澜
10681,机器人总动员,WALL·E,2008,7.8,"Animation, Family, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,公元 2700 年，人类文明高度发展，却因污染和生活垃圾大量增加使得地球不再适于人类居住。地球人被迫乘坐飞船离开故乡，进行一次漫长无边的宇宙之旅。临行前他们委托 Buynlarge 的公司对地球垃圾进行清理，该公司开发了名为 WALL·E（地球废品分装员的缩写）的机器人担当此重任。 这些机器人按照程序日复一日、年复一年辛勤工作，但随着时间的流逝和恶劣环境的侵蚀，WALL·E 们接连损坏、停止运动。最后只有一个仍在进行这项似乎永无止境的工作。经历了漫长的岁月，它开始拥有了自己的意识。它喜欢将收集来的宝贝小心翼翼藏起，喜欢收工后看看几百年前的歌舞片，此外还有一只蟑螂朋友作伴。直到有一天，一艘来自宇宙的飞船打破了它一成不变的生活…,https://image.tmdb.org/t/p/w500/hg2Z4rD1CkplEZENYEMDBsMWcxK.jpg,assets/posters/10681.jpg,10681,98,一个超越“平凡”的冒险
105,回到未来,Back to the Future,1985,8.0,"Adventure, Comedy, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,马蒂·麦克弗莱，一位典型的八十年代美国青少年，意外被一台由钚动力驱动的德罗宁“时间机器”送回到1955年——这台机器由一位略带疯狂的科学家发明。在这段时常癫狂、总是惊人的穿越之旅中，马蒂必须确保他那正值青春期的未来父母相遇并坠入爱河，他才能顺利返回未来。[官方简介],https://image.tmdb.org/t/p/w500/6fkVKq5LcZ6RJ4EaH84lJELDLJJ.jpg,assets/posters/105.jpg,105,116,他是唯一一个到出生前惹麻烦的孩子。
1891,星球大战5：帝国反击战,The Empire Strikes Back,1980,8.2,"Adventure, Action, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,星球大战事件三年后，帝国军队继续追捕义军。义军在霍斯冰原星球战败后，卢克前往达戈巴星球，跟随自共和国覆灭后隐居的绝地大师尤达进行训练。为诱使卢克堕入黑暗面，达斯·维达将年轻的天行者引入贝斯平云城的陷阱。在与西斯尊主的激烈光剑对决中，卢克面对一个惊人的真相。[20世纪福克斯],https://image.tmdb.org/t/p/w500/unc5VVWPNTJlZP9oGDgL1dCE1vL.jpg,assets/posters/1891.jpg,1891,124,冒险在继续……
101299,饥饿游戏2：星火燎原,The Hunger Games: Catching Fire,2013,7.4,"Adventure, Action, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,　　第七十四届饥饿游戏已经结束，凯特尼斯出人意料地活了下来，她和“恋人”皮塔将会过上安定闲适的生活。然而，噩梦才刚刚开始，此时，十二个区也暗波涌动，凯特尼斯竟然成了反叛的象征，情窦初开的凯特尼斯陷入爱情的纠结中不能自拔，狩猎伙伴盖尔和竞技场“恋人”皮塔让她难以取舍盖尔和皮塔都深爱着凯特尼斯，为了不让凯特尼斯痛苦，他们不约而同地冷落疏远她。第七十五届饥饿游戏“世纪极限赛”的赛制是，选手是历届获胜者，他们中只有一人能存活。凯特尼斯又将重返杀戮赛场，凯特尼斯没有未来，她只有一死，才能挽救皮塔，这是对皮塔深情的最后报答，爱情与友谊，真诚与猜忌，血腥与牺牲，越来越扑朔迷离……,https://image.tmdb.org/t/p/w500/pjLJArJjY8bO9FqBQzW0UosSzx2.jpg,assets/posters/101299.jpg,101299,146,革命总是起于星星之火
177572,超能陆战队,Big Hero 6,2014,7.8,"Adventure, Family, Animation, Action, Comedy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,未来世界的超级都市旧京山，热爱发明创造的天才少年小宏，在哥哥泰迪的鼓励下参加了罗伯特·卡拉汉教授主持的理工学院机器人专业的入学大赛。他凭借神奇的微型磁力机器人赢得观众、参赛者以及考官的一致好评，谁知突如其来的灾难却将小宏的梦想和人生毁于一旦。大火烧毁了展示会场，而哥哥为了救出受困的卡拉汉教授命丧火场。身心饱受创伤的小宏闭门不出，哥哥生前留下的治疗型机器人大白则成为安慰他的唯一伙伴。原以为微型机器人也毁于火灾，谁知小宏和大白竟意外发现有人在某座废弃工厂内大批量地生产他的发明。稍后哥哥的朋友们弗雷德等人也加入进来，他们穿上小宏发明的超级战士战斗装备，和怀有险恶阴谋的神秘对手展开较量…,https://image.tmdb.org/t/p/w500/cJHCt073DIJLIUcgYTJnMnT3KtI.jpg,assets/posters/177572.jpg,177572,102,《冰雪奇缘》与《无敌破坏王》原班人马打造
807,七宗罪,Se7en,1995,8.1,"Crime, Mystery, Thriller","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,“暴食”、“贪婪”、“懒惰”、“嫉妒”、“骄傲”、“淫欲”、“愤怒”，这是天主教教义所指的人性七宗罪。城市中发生的连坏杀人案，死者恰好都是犯有这些教义的人。凶手故弄玄虚的作案手法，令资深冷静的警员沙摩塞（摩根•弗里曼 Morgan Freeman 饰）和血气方刚的新扎警员米尔斯（布拉德•皮特 Brad Pitt 饰）都陷入了破案的谜团中。他们去图书馆研读但丁的《神曲》，企图从人间地狱的描绘中找到线索，最后从宗教文学哲学的世界中找到了凶手作案计划和手段的蛛丝马迹。凶手前来投案自首，这令众人都松了一口气，以为案件就此结束，怎料还是逃不出七宗罪的杀人逻辑，这次凶手瞄准的目标，是那个犯了“愤怒”罪的人……,https://image.tmdb.org/t/p/w500/pgSLk5Q4dW2M7bYxcG7DKBT3hvb.jpg,assets/posters/807.jpg,807,127,饕餮。贪婪。懒惰。嫉妒。暴怒。傲慢。色欲。
281957,荒野猎人,The Revenant,2015,7.3,"Western, Drama, Adventure","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,故事讲述19世纪一个皮草猎人被一头熊所伤，他乘的船的船长试图把他带回文明世界，但形势所迫，他无法做到，于是只好雇了两个人留下，目的是让他们送这个猎人最后一程。但这两个人利欲熏心，他们把这个受伤的可怜人洗劫一空，之后把他一个人抛弃在荒凉冰冷的野外等死。然而猎人奇迹般的活了下来，之后开始寻找这两个人开始复仇…,https://image.tmdb.org/t/p/w500/dZCs7QYYdK3JM1v3mE1STdHi1ap.jpg,assets/posters/281957.jpg,281957,156,死而复生的人，他回来了！
12,海底总动员,Finding Nemo,2003,7.6,"Animation, Family, Adventure","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,　　主角是一对可爱的小丑鱼(Clownfish)父子。父亲玛林和儿子尼莫一直在澳洲外海大堡礁中过着安定而幸福的平静生活。鱼爸爸玛林一直谨小慎微，行事缩手缩脚，虽然已经身为人父，却丝毫不会影响它成为远近闻名的胆小鬼。也正因为这一点，儿子尼莫常常与玛林发生争执，甚至有那么一点瞧不起自己的父亲。直到有一天，一直向往到海洋中冒险的尼莫，游出了他们所居住的珊瑚礁。正当尼莫想要舒展一下小尾巴的时候，一艘渔船毫不留情地将欢天喜地的尼莫捕走，并将它辗转卖到澳洲悉尼湾内的一家牙医诊所。在大堡礁的海底，心爱的儿子突然生死未卜的消息，对于鱼爸爸玛林来说却无异于晴天霹雳。尽管胆小尽管怕事，现在为了救回心爱的孩子，玛林也就只有豁出去了。它决心跟上澳洲洋流，踏上寻找自己儿子的漫漫征程。,https://image.tmdb.org/t/p/w500/7nXuxfAyDwPrqSlqogLuNqGJJZ.jpg,assets/posters/12.jpg,12,100,
1771,美国队长,Captain America: The First Avenger,2011,6.6,"Action, Adventure, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,上世纪 40 年代，纳粹及其邪恶轴心的战火烧遍世界各个角落。居住在布鲁克林的小个子史蒂夫·罗杰斯（克里斯·埃文斯 Chris Evans 饰）心系国家，一心上阵杀敌，可是糟糕的体格让他始终被征兵办拒之门外。偶然的机会，在德籍科学家厄斯金博士（Stanley Tucci 饰）的帮助下，这个小个子男孩得以走入兵营，并接受了博士的试验，化身成为高大健壮、膂力过人的超级战士。与此同时，德国纳粹红骷髅部队的首领约翰·施密特（雨果·维文 Hugo Weaving 饰）依靠超自然的力量建立起一支超级战队，企图称霸全世界。为了营救好友，史蒂夫以美国队长的形象闯入施密特的军营，正邪两大超级战士的战斗就此展开……,https://image.tmdb.org/t/p/w500/cpvhf9isPUITlDFVIG8JI5m681s.jpg,assets/posters/1771.jpg,1771,124,钢铁侠系列原班制作班底
210577,消失的爱人,Gone Girl,2014,7.9,"Mystery, Thriller, Drama","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,结婚五周年纪念日的早上，尼克·邓恩来到妹妹玛戈的酒吧，咒骂抱怨那个曾经彼此恩爱缠绵的妻子艾米以及全然看不见希望的婚姻。当他返回家中时， 却发现客厅留下了暴行的痕迹，而妻子竟不见了踪影。女探员朗达·邦妮接到报案后赶来调查，而现场留下的种种蛛丝马迹似乎昭示着这并非是一件寻常的失踪案，其背后或许隐藏着裂变于夫妻之情的谋杀罪行。艾米的失踪通过媒体大肆渲染和妄加揣测很快闻名全国，品行不端的尼克被推上风口浪尖，至今不见踪影的爱人对他进行无情审判，你侬我侬的甜言蜜语早已化作以血洗血的复仇与折磨……,https://image.tmdb.org/t/p/w500/rbs1LbLCIYhLyiTggRztnWFWfbp.jpg,assets/posters/210577.jpg,210577,149,直到失去，你才懂得曾经拥有的珍贵。
20352,神偷奶爸,Despicable Me,2010,7.1,"Family, Comedy, Animation, Sci-Fi, Crime","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,超级坏蛋格鲁 在听说埃及金字塔被盗的新闻后不满市面上新贼辈出，决定在纳法利欧博士 的帮助下建造火箭升空盗取月亮。在向坏蛋银行贷款的过程中，格鲁盗取的收缩射线枪被新贼维克托 抢走。为了夺回收缩射线枪，格鲁决定领养三位孤儿——玛戈、伊迪丝 和阿格蕾丝，利用她们进入维克托的城堡兜售饼干的机会实施偷盗，计划成功后再偷偷处理掉三个小孩。然而在平凡的日常相处中，格鲁却发现自己越来越离不开这三个小鬼，但这样的感情用事却将严重影响周密的盗月计划……,https://image.tmdb.org/t/p/w500/wQ2dOndyH5Xq7kzJvv5haIFEahZ.jpg,assets/posters/20352.jpg,20352,95,
205596,模仿游戏,The Imitation Game,2014,8.0,"History, Drama, Thriller, War","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,根据Andrew Hodges所写的传记《艾伦·图灵》（Alan Turing: The Enigma）改编。艾伦·图灵是英国数学家、逻辑学家，二战中曾协助军方破解德国的著名密码系统Enigma，对盟军取得了二战的胜利有一定的帮助。图灵对于人工智能的发展有诸多贡献，著名的图灵机模型为现代计算机的逻辑工作方式奠定了基础。图灵是著名的同性恋之一，并因为其同性恋倾向而遭到迫害，使得他的职业生涯尽毁。1952年，他的同性伴侣协同一名同谋一起闯进了图灵的房子实施盗窃。图灵为此而报警。但是警方的调查结果使得他被控以“明显的猥亵和性颠倒行为”。他没有申辩，并被定罪。在著名的公审后，他被给予了两个选择：坐牢或荷尔蒙疗法。他选择了荷尔蒙注射，并持续了一年。在这段时间里，药物产生了包括乳房不断发育的副作用。1954年，图灵因食用浸过氰化物溶液的苹果死亡。很多人相信他是自杀。但是他的母亲极力争论他的死是意外，因为他在实验室里不小心堆放了很多化学物品。,https://image.tmdb.org/t/p/w500/hqa3UAu3wdSeRUvfNzJTbuR3VgK.jpg,assets/posters/205596.jpg,205596,113,
673,哈利·波特与阿兹卡班的囚徒,Harry Potter and the Prisoner of Azkaban,2004,7.7,"Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,在本片中，哈利、罗恩与赫敏已成长为少年，返回霍格沃茨魔法学校开启第三年的学习。这一年，他们被迫直面越狱逃跑的囚犯小天狼星布莱克——一个对哈利构成巨大威胁的人。哈利和他的朋友们在这一年里学习如何驯服半马半鹰的鹰头马身有翼兽、击退会变形的博格特，并掌握占卜学的技艺。他们还造访了巫师村落霍格莫德村，以及号称全英最阴森的尖叫棚屋。除了这些新奇的体验，哈利还必须战胜吸食灵魂的摄魂怪的威胁，智斗危险的狼人，并最终弄清小天狼星布莱克与他自己以及他父母之间的真相。在与挚友的并肩作战中，哈利掌握了高深的魔法，跨越了时间的界限，从而改变了不止一个人的命运。[华纳兄弟],https://image.tmdb.org/t/p/w500/iCwifbvs8pZNPo8o485143y3FdC.jpg,assets/posters/673.jpg,673,141,每件事都将改变
127585,X战警：逆转未来,X-Men: Days of Future Past,2014,7.5,"Action, Adventure, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,变种人族群遭到了前所未有的毁灭性打击，而这一切的根源是“魔形女”瑞雯（詹妮弗·劳伦斯 Jennifer Lawrence 饰）在1973年刺杀了玻利瓦尔·特拉斯克（彼特·丁拉基 Peter Dinklage 饰）。在得知“小淘气”（艾利奥特·佩吉 Elliot Page 饰）利用穿越时空的能力帮助“闪烁”（范冰冰 饰）等战友逃脱巨型机器人“哨兵”的追杀后，X教授（帕特里克·斯图尔特 Patrick Stewart 饰）和万磁王（伊恩·麦克莱恩 Ian McKellen 饰）达成认同，决定让金刚狼（休·杰克曼 Hugh Jackman 饰）穿越回1973年，找到年轻的X教授（詹姆斯·麦卡沃伊 James McAvoy 饰）和年轻的万磁王（迈克尔·法斯宾德 Michael Fassbender 饰）并说服他们一起阻止魔形女的行动。于是，金刚狼踏上了回到过去的旅程，但是命运会不会发生逆转，任何人都无从知晓……,https://image.tmdb.org/t/p/w500/cEa0ebJoGZ30Tioy9gwg3VNnert.jpg,assets/posters/127585.jpg,127585,132,为了拯救未来 他们必须改变过去
10138,钢铁侠2,Iron Man 2,2010,6.6,"Adventure, Action, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,钢铁侠托尼·斯塔克在国会听证上拒绝交出最新技术。与此同时，他发现胸口的微型电弧反应炉正迅速造成血液的钯金属中毒。沮丧的托尼将斯塔克公司的职务交予了秘书波兹，由她全权负责正在进行的纽约斯塔克博览会。波兹从法律部门调来助理娜塔莉照顾托尼。托尼在媒体前的高调亮相引起了其父当年同事的儿子，伊凡的不满。为了实施报复，他子承父业，研制出了一套可与钢铁战衣相媲美的装备。伊凡的技术引起了托尼的竞争对手，军火商贾斯丁·汉默的注意，他设法将伊凡劫持出狱，秘密研究取代钢铁侠。正当托尼苦于钯金属中毒造成的失意之时，他发现娜塔莉原来身负秘密使命，而自己的任性，也造成了与好友空军上校罗德斯的反目，眼看局势就要失控……,https://image.tmdb.org/t/p/w500/p9gqculVqhULhdzQXaqN1xd8FUP.jpg,assets/posters/10138.jpg,10138,124,钢铁战神 重磅归来 无敌英雄 席卷全球
585,怪兽电力公司,"Monsters, Inc.",2001,7.5,"Animation, Comedy, Family","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,"　　我们不知道，在那样的世界里住着那样一群怪物。他们长相滑稽，却必须装作狰狞。因为，在夜深的时候，他们要悄悄的出现在孩子的衣橱里，吓唬刚刚甜美睡去的宝宝。一切，只因为他们是怪物电力公司的员工，而孩子的尖叫，则是怪物王国发电的全部能量。怪物们害怕孩子，却又必须让孩子尖叫。在怪物的国度里，他们都是为全民造福的英雄。 　　毛怪苏利文（约翰•古德曼）是怪物公司最出色的员工，业绩总是摇摇领先，他吓哭的小孩儿不计其数。他与搭档大眼怪麦克（比利•克里斯托）很受大家的爱戴。一次偶然，毛怪不小心把一个两岁的小女孩阿布（玛丽•吉布斯）带回了怪物世界，引起了极大的恐慌，调皮可爱的阿布把这些可怕的怪物吓的人仰马翻。警方在追捕阿布，而坏蛋亨利（詹姆斯•柯博）也计划利用阿布进行他改革工厂的邪恶计划。 　　另一方面，在与阿布相处的过程中，毛怪渐渐对她产生莫名的情愫，甚至因此被放逐野外。可是一切都不能抵挡毛怪拯救女孩的信念，为了阿布，毛怪踏上了艰险的旅程……",https://image.tmdb.org/t/p/w500/fc5SCUbpO3aVBuzPpugoFPQ8K1n.jpg,assets/posters/585.jpg,585,92,这并非针对个人，只是职责所在。
18785,宿醉,The Hangover,2009,7.2,Comedy,"Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,道格（贾斯汀•巴萨 Justin Bartha 饰）即将与女友结婚。婚礼前两天，道格与朋友菲尔（布莱德利•库珀 Bradley Cooper 饰）、西德（艾德•赫尔姆斯 Ed Helms 饰）和阿兰（扎克•加利费安纳基斯 Zach Galifianakis 饰）从洛杉矶驱车前往赌城拉斯维加斯为道格举办婚前单身派对，入住凯撒宫豪华套房。一晚过后，三人发现道格失踪，浴室里出现一只老虎，衣橱中多了一个婴儿，西德缺了一颗牙，窗外塔尖上插着席梦思床垫，菲尔戴着医院手环，西德口袋里有一张800美金收据，而他们的车也不知为何变成了警车。三人惊慌失措，完全无法记起昨晚发生过什么，却必须在24小时之内迅速解决谜团找到道格返回洛杉矶……,https://image.tmdb.org/t/p/w500/9RpVwxMrfuIGlNSTdjluRPhb45C.jpg,assets/posters/18785.jpg,18785,100,
297761,自杀小队,Suicide Squad,2016,5.9,"Action, Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,阿曼达·沃勒身为政府秘密机构的领导人，面对社会中出现的层出不穷的暴力恐怖袭击事件，决心启用一批被关押在监狱中判了无期徒刑的超级反派们，他们是小丑女、死亡射手、回旋镖队长、复仇恶魔和杀手鳄。他们所要面对的，是拥有强大法力的魅巫，她和她的哥哥一起制造了一种非常危险的武器，企图用此控制全人类。除此之外，阿曼达还必须提防为了解救女友小丑女而不惜一切手段的危险人物小丑。,https://image.tmdb.org/t/p/w500/vayHZuIdbelPlmLH97X4HaQKKL6.jpg,assets/posters/297761.jpg,297761,135,最特别的英雄
100402,美国队长2,Captain America: The Winter Soldier,2014,7.6,"Action, Adventure, Sci-Fi","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,渐渐习惯了现代生活的美国队长史蒂夫·罗杰斯（克里斯·埃文斯 Chris Evans 饰），在一次行动后隐隐嗅到神盾局内部所弥漫出来的凶险气味。而当得知神盾局正秘密进行的“洞察计划”后，他更为此感到愤怒。某天，神盾局指挥官尼克·弗瑞（塞缪尔·杰克逊 Samuel L. Jackson 饰）遭到一群武装分子袭击，他拼尽全力将一支U盘交到美国队长手中，这里面藏着该局二战以来最重要且最可怕的秘密。在此之后，美国队长因涉嫌杀害尼克而遭到前局长亚历山大·皮尔斯（罗伯特·雷德福 Robert Redford 饰）的通缉和追杀，逃亡中他得到黑寡妇（斯嘉丽·约翰逊 Scarlett Johansson 饰）和退伍老兵“猎鹰”（安东尼·麦凯 Anthony Mackie 饰）的帮助。他们必须争分夺秒解开神盾局的秘密，阻止“洞察计划”的施行……,https://image.tmdb.org/t/p/w500/1BL3rc637ttCP2LiEL8V2vLemHS.jpg,assets/posters/100402.jpg,100402,136,复仇者联盟 强势回归前哨战
10195,雷神,Thor,2011,6.6,"Adventure, Fantasy, Action","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,勇敢善战雷神托尔（克里斯·海姆斯沃斯 Chris Hemsworth 饰），作为永恒境界阿斯加德的王位继承人，受人敬仰。然而由于一次鲁莽的行动，险些挑起一场古老的战争，因此被父亲天神奥丁（安东尼·霍普金斯 Anthony Hopkins 饰）流放到人间。托尔在人间认识了 美丽的女科学家珍•福斯特（娜塔莉·波特曼 Natalie Portman 饰）和她的工作伙伴，在他们的帮助下，托尔找到了和自己一起被贬的雷神之锤，但此时的雷神之锤并不属于他。此间，托尔的弟弟洛基为了成为阿斯加德的王，居然联合寒冰巨人，企图在永恒境界掀起一场腥风血雨。为了维持永恒之界的法度，托尔的四位朋友也来到人间，他们决定带托尔返回永恒之境。此时，为了阻止雷神重归永恒境界，洛基派出巨人杀死托尔。丧失能力和法战的托尔为了保护无辜的人类与自己的朋友，献出了自己的生命。托尔的死打破了天神的的咒语，托尔复活并重获雷神之力战胜巨人。此时，天神生命危在旦夕，托尔必须与自己的朋友们重返永恒之界，维护那里的法度……,https://image.tmdb.org/t/p/w500/lrlePosrYqpkz51XKWNNXVkqR4n.jpg,assets/posters/10195.jpg,10195,115,轰天动地 雷霆万钧
672,哈利·波特与密室,Harry Potter and the Chamber of Secrets,2002,7.4,"Adventure, Fantasy","Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Various Directors,哈利·波特结束了假期，即将回到霍格沃兹继续学习魔法。然而一个叫多比的家养小精灵出现警告哈利不要回到霍格沃兹，否则会陷入极大的危险。哈利没有听从多比的劝告，回到了霍格沃兹。很快，霍格沃兹发生了一连窜怪事：接二连三出现学生被石化，一直找不出原因。而哈利总能听到一种奇怪的声音，从墙壁里传出来。传说，霍格沃兹有一个密室，里面记录着伏地魔年轻时的秘密，只有斯莱特林的继承人才能打开密室。哈利偶然发现自己能听懂蛇说话，一时传闻是哈利打开了密室。难道多比所指的危险就隐藏在密室？,https://image.tmdb.org/t/p/w500/p6e7HSfWcrPCerEF23lin8bKuQ0.jpg,assets/posters/672.jpg,672,161,某种邪恶再度回到霍格沃兹
